month,decile,return,stocks
2023-02-28,10,0.04931582183367773,424
2023-03-31,1,-0.025178730989034146,348
2023-03-31,2,-0.01632494392594727,392
2023-03-31,3,-0.014180369365153902,374
2023-03-31,4,-0.015217067151847645,391
2023-03-31,5,-0.014434474476744705,391
2023-03-31,6,-0.008211382028337624,378
2023-03-31,7,-0.006046468754943263,377
2023-03-31,8,-0.004611978296056011,388
2023-03-31,9,-0.0035597797614444256,378
2023-03-31,10,-0.0022945564502354124,424
2023-04-30,1,-0.041142820505114634,355
2023-04-30,2,-0.032339334600067625,390
2023-04-30,3,-0.036067150110689394,380
2023-04-30,4,-0.031192355832676922,393
2023-04-30,5,-0.022005260271321183,406
2023-04-30,6,-0.0304478485883559,372
2023-04-30,7,-0.021386828681731786,387
2023-04-30,8,-0.01925923755882314,386
2023-04-30,9,-0.023658035831567465,384
2023-04-30,10,-0.008899784078880238,431
2023-05-31,1,-0.0037120296930374724,356
2023-05-31,2,-0.0014432702540728374,392
2023-05-31,3,0.0018067344385717223,382
2023-05-31,4,-0.013494961504340318,396
2023-05-31,5,-0.0014277877126969262,404
2023-05-31,6,-0.0013361736155152717,377
2023-05-31,7,-0.004854230661350578,391
2023-05-31,8,-0.00048621862490350455,387
2023-05-31,9,-0.004090650893119639,387
2023-05-31,10,-0.0001370151701400431,432
2023-06-30,1,0.026659637286890428,357
2023-06-30,2,0.026674250267356328,392
2023-06-30,3,0.03500913237236956,378
2023-06-30,4,0.018799941512670414,400
2023-06-30,5,0.019810505564532878,400
2023-06-30,6,0.013399657488460604,375
2023-06-30,7,0.020967027204907306,390
2023-06-30,8,0.028719233721288272,388
2023-06-30,9,0.01904725054855447,382
2023-06-30,10,0.022033026200401477,433
2023-07-31,1,-0.05359158994471448,362
2023-07-31,2,-0.027725865640422842,398
2023-07-31,3,-0.010698079914545794,382
2023-07-31,4,-0.0057462490987778905,406
2023-07-31,5,0.0024464345904687537,407
2023-07-31,6,0.011167224137696115,385
2023-07-31,7,0.01683581073152998,393
2023-07-31,8,0.023820164422313134,395
2023-07-31,9,0.02730928753681808,385
2023-07-31,10,0.0330848940724755,439
2023-08-31,1,-0.04477597938650786,363
2023-08-31,2,-0.045358677575939886,399
2023-08-31,3,-0.04725106677302593,386
2023-08-31,4,-0.04689184888607434,405
2023-08-31,5,-0.04707855801347827,410
2023-08-31,6,-0.04659393898028851,383
2023-08-31,7,-0.049656082951226053,397
2023-08-31,8,-0.04341004597441358,394
2023-08-31,9,-0.04333423449629916,391
2023-08-31,10,-0.04531260966220832,441
2023-09-30,1,-0.028119030511232514,362
